date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:06:19	32218/32218	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fe-7dda%22	https://miller.bslthemes.com/ashley-demo/portfolio-1.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/portfolio-1.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:20	32213/32213	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fe-7dd5%22	https://miller.bslthemes.com/ashley-demo/portfolio-2.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/portfolio-2.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:20	32001/32001	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fe-7d01%22	https://miller.bslthemes.com/ashley-demo/services.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/services.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:20	43501/43501	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fe-a9ed%22	https://miller.bslthemes.com/ashley-demo/service.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/service.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:20	38544/38544	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fd-9690%22	https://miller.bslthemes.com/ashley-demo/blog.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/blog.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:20	34050/34050	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fd-8502%22	https://miller.bslthemes.com/ashley-demo/publication.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/publication.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:21	36847/36847	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fd-8fef%22	https://miller.bslthemes.com/ashley-demo/team.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/team.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:21	26187/26187	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fd-664b%22	https://miller.bslthemes.com/ashley-demo/contact.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/contact.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:21	18420/18420	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fd-47f4%22	https://miller.bslthemes.com/ashley-demo/404.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/404.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:21	31667/31667	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fd-7bb3%22	https://miller.bslthemes.com/ashley-demo/project-1.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/project-1.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:21	29920/29920	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fe-74e0%22	https://miller.bslthemes.com/ashley-demo/project-2.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/project-2.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:22	30014/30014	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fe-753e%22	https://miller.bslthemes.com/ashley-demo/project-3.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/project-3.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:22	31510/31510	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fe-7b16%22	https://miller.bslthemes.com/ashley-demo/project-4.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/project-4.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:22	31643/31643	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fe-7b9b%22	https://miller.bslthemes.com/ashley-demo/project-5.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/project-5.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:22	32571/32571	---MCZ	200	added ('OK')	text/html	etag:W/%22654901fe-7f3b%22	https://miller.bslthemes.com/ashley-demo/project-6.html	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/project-6.html	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:23	12327/12327	---M--	200	added ('OK')	image/jpeg	etag:%226549020b-3027%22	https://miller.bslthemes.com/ashley-demo/img/faces/customers/2.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/customers/2.jpg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:24	90871/90871	---M--	200	added ('OK')	image/jpeg	etag:%2265490204-162f7%22	https://miller.bslthemes.com/ashley-demo/img/photo/2.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/photo/2.jpg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:24	554604/554604	---M--	200	added ('OK')	image/jpeg	etag:%2265490204-8766c%22	https://miller.bslthemes.com/ashley-demo/img/photo/1.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/photo/1.jpg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:25	102956/102956	---M--	200	added ('OK')	image/jpeg	etag:%2265490205-1922c%22	https://miller.bslthemes.com/ashley-demo/img/faces/1.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/1.jpg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:25	110585/110585	---M--	200	added ('OK')	image/jpeg	etag:%2265490205-1aff9%22	https://miller.bslthemes.com/ashley-demo/img/faces/3.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/3.jpg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:25	99362/99362	---M--	200	added ('OK')	image/jpeg	etag:%2265490205-18422%22	https://miller.bslthemes.com/ashley-demo/img/faces/2.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/2.jpg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:25	127644/127644	---M--	200	added ('OK')	image/jpeg	etag:%2265490205-1f29c%22	https://miller.bslthemes.com/ashley-demo/img/faces/4.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/4.jpg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:26	755/755	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265490203-2f3%22	https://miller.bslthemes.com/ashley-demo/img/partners/1.svg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/partners/1.svg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:26	4329/4329	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265490203-10e9%22	https://miller.bslthemes.com/ashley-demo/img/partners/2.svg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/partners/2.svg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:26	91769/91769	---M--	200	added ('OK')	image/jpeg	etag:%2265490202-16679%22	https://miller.bslthemes.com/ashley-demo/img/blog/1.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/blog/1.jpg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:26	104748/104748	---M--	200	added ('OK')	image/jpeg	etag:%2265490202-1992c%22	https://miller.bslthemes.com/ashley-demo/img/blog/2.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/blog/2.jpg	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:26	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265490201-15d9d%22	https://miller.bslthemes.com/ashley-demo/js/plugins/jquery.min.js	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/js/plugins/jquery.min.js	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:27	19279/19279	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265490201-4b4f%22	https://miller.bslthemes.com/ashley-demo/js/plugins/swup.min.js	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/js/plugins/swup.min.js	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:27	143661/143661	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265490201-2312d%22	https://miller.bslthemes.com/ashley-demo/js/plugins/swiper.min.js	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/js/plugins/swiper.min.js	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:27	68256/68256	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265490201-10aa0%22	https://miller.bslthemes.com/ashley-demo/js/plugins/fancybox.min.js	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/js/plugins/fancybox.min.js	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:27	70480/70480	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265490201-11350%22	https://miller.bslthemes.com/ashley-demo/js/plugins/gsap.min.js	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/js/plugins/gsap.min.js	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:27	23018/23018	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265490201-59ea%22	https://miller.bslthemes.com/ashley-demo/js/plugins/smooth-scroll.js	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/js/plugins/smooth-scroll.js	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:28	38637/38637	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265490201-96ed%22	https://miller.bslthemes.com/ashley-demo/js/plugins/ScrollTrigger.min.js	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/js/plugins/ScrollTrigger.min.js	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:28	3888/3888	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265490201-f30%22	https://miller.bslthemes.com/ashley-demo/js/plugins/ScrollTo.min.js	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/js/plugins/ScrollTo.min.js	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:28	28344/28344	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654901ff-6eb8%22	https://miller.bslthemes.com/ashley-demo/js/main.js	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/js/main.js	(from https://miller.bslthemes.com/ashley-demo/home-1.html?storefront=envato-elements)
18:06:28	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:29%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.eot	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.eot	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:29	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:29%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.eot?	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400d41d.eot	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:29	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:29%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.woff2	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.woff2	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:29	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:29%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.woff	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.woff	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:29	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:30%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.ttf	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.ttf	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:30	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:30%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.svg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-brands-400.svg	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:30	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:30%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.eot	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.eot	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:30	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:30%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.eot?	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400d41d.eot	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:30	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:31%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.woff2	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.woff2	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:31	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:31%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.woff	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.woff	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:31	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:31%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.ttf	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.ttf	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:31	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:31%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.svg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-regular-400.svg	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:31	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:32%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.eot	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.eot	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:32	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:32%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.eot?	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900d41d.eot	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:32	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:32%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.woff2	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.woff2	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:32	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:32%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.woff	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.woff	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:32	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:33%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.ttf	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.ttf	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:33	282/282	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2023:06:33%20GMT	https://miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.svg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/fonts/webfonts/fa-solid-900.svg	(from https://miller.bslthemes.com/ashley-demo/css/plugins/font-awesome.min.css)
18:06:33	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%225f735d97-e7d0%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.0/css/all.min.css	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.0/css/all.min.css	(from https://miller.bslthemes.com/ashley-demo/css/style.css)
18:06:34	12767/12767	---M--	200	added ('OK')	image/jpeg	etag:%226549020b-31df%22	https://miller.bslthemes.com/ashley-demo/img/faces/customers/4.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/customers/4.jpg	(from https://miller.bslthemes.com/ashley-demo/css/style.css)
18:06:34	10640/10640	---M--	200	added ('OK')	image/jpeg	etag:%226549020b-2990%22	https://miller.bslthemes.com/ashley-demo/img/faces/customers/5.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/customers/5.jpg	(from https://miller.bslthemes.com/ashley-demo/css/style.css)
18:06:35	9874/9874	---M--	200	added ('OK')	image/jpeg	etag:%226549020b-2692%22	https://miller.bslthemes.com/ashley-demo/img/faces/customers/6.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/customers/6.jpg	(from https://miller.bslthemes.com/ashley-demo/css/style.css)
18:06:35	11920/11920	---M--	200	added ('OK')	image/jpeg	etag:%226549020b-2e90%22	https://miller.bslthemes.com/ashley-demo/img/faces/customers/7.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/customers/7.jpg	(from https://miller.bslthemes.com/ashley-demo/css/style.css)
18:06:36	1087760/1087760	---M--	200	added ('OK')	image/png	etag:%226549020c-109910%22	https://miller.bslthemes.com/ashley-demo/img/faces/large/1.png	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/faces/large/1.png	(from https://miller.bslthemes.com/ashley-demo/home-2.html)
18:06:37	626978/626978	---M--	200	added ('OK')	image/jpeg	etag:%2265490203-99122%22	https://miller.bslthemes.com/ashley-demo/img/works/1.jpg	D:/Yanshu/UNSCH/UNSCH%202023-2/Web%20Dev/HANDY/Luu/miller.bslthemes.com/ashley-demo/img/works/1.jpg	(from https://miller.bslthemes.com/ashley-demo/portfolio-3.html)
